key	cxx_dist_refs	cxx_dist_defaults	cxx_direct_refs	cxx_direct_defaults	cxx_targets	rust_refs	status	notes
RealmsStateUpdateDelay	worldserver:server/worldserver/worldserver.conf.dist:274|bnetserver:server/bnetserver/bnetserver.conf.dist:147	worldserver=10|bnetserver=10	Int:server/worldserver/Main.cpp:306|Int:server/bnetserver/Main.cpp:228	Int=10|Int=10		get_value:crates/bnet-server/src/main.rs:83	rust_exact_key	-
RecruitAFriend.MaxDifference	worldserver:server/worldserver/worldserver.conf.dist:973	worldserver=4	Int:server/game/World/World.cpp:1109	Int=4	CONFIG_MAX_RECRUIT_A_FRIEND_BONUS_PLAYER_LEVEL_DIFFERENCE		missing_in_rust	-
RecruitAFriend.MaxLevel	worldserver:server/worldserver/worldserver.conf.dist:965	worldserver=60	Int:server/game/World/World.cpp:1101	Int=85	CONFIG_MAX_RECRUIT_A_FRIEND_BONUS_PLAYER_LEVEL		missing_in_rust	-
ResetDuelCooldowns	worldserver:server/worldserver/worldserver.conf.dist:3376	worldserver=0	Bool:server/game/World/World.cpp:1568	Bool=false	CONFIG_RESET_DUEL_COOLDOWNS		missing_in_rust	-
ResetDuelHealthMana	worldserver:server/worldserver/worldserver.conf.dist:3383	worldserver=0	Bool:server/game/World/World.cpp:1569	Bool=false	CONFIG_RESET_DUEL_HEALTH_MANA		missing_in_rust	-
ResetSchedule.Hour	worldserver:server/worldserver/worldserver.conf.dist:1068	worldserver=8	Int:server/game/World/World.cpp:1118	Int=8	CONFIG_RESET_SCHEDULE_HOUR		missing_in_rust	-
ResetSchedule.WeekDay	worldserver:server/worldserver/worldserver.conf.dist:1060	worldserver=2	Int:server/game/World/World.cpp:1117	Int=2	CONFIG_RESET_SCHEDULE_WEEK_DAY		missing_in_rust	-
Respawn.AlertRestartReason	worldserver:server/worldserver/worldserver.conf.dist:2006	worldserver="Urgent Maintenance"	String:server/game/World/World.cpp:1517	String="Urgent Maintenance"			missing_in_rust	-
Respawn.DynamicEscortNPC	worldserver:server/worldserver/worldserver.conf.dist:2034	worldserver=0	Bool:server/game/World/World.cpp:1483	Bool=false	CONFIG_RESPAWN_DYNAMIC_ESCORTNPC		missing_in_rust	-
Respawn.DynamicMinimumCreature	worldserver:server/worldserver/worldserver.conf.dist:2050	worldserver=10	Int:server/game/World/World.cpp:1508	Int=10	CONFIG_RESPAWN_DYNAMICMINIMUM_CREATURE		missing_in_rust	-
Respawn.DynamicMinimumGameObject	worldserver:server/worldserver/worldserver.conf.dist:2066	worldserver=10	Int:server/game/World/World.cpp:1515	Int=10	CONFIG_RESPAWN_DYNAMICMINIMUM_GAMEOBJECT		missing_in_rust	-
Respawn.DynamicMode	worldserver:server/worldserver/worldserver.conf.dist:2024	worldserver=0	Int:server/game/World/World.cpp:1477	Int=0	CONFIG_RESPAWN_DYNAMICMODE		missing_in_rust	-
Respawn.DynamicRateCreature	worldserver:server/worldserver/worldserver.conf.dist:2043	worldserver=10	Float:server/game/World/World.cpp:1502	Float=10.0f	CONFIG_RESPAWN_DYNAMICRATE_CREATURE		missing_in_rust	-
Respawn.DynamicRateGameObject	worldserver:server/worldserver/worldserver.conf.dist:2059	worldserver=10	Float:server/game/World/World.cpp:1509	Float=10.0f	CONFIG_RESPAWN_DYNAMICRATE_GAMEOBJECT		missing_in_rust	-
Respawn.GuidAlertLevel	worldserver:server/worldserver/worldserver.conf.dist:1998	worldserver=16000000	Int:server/game/World/World.cpp:1490	Int=16000000	CONFIG_RESPAWN_GUIDALERTLEVEL		missing_in_rust	-
Respawn.GuidWarnLevel	worldserver:server/worldserver/worldserver.conf.dist:1971	worldserver=12000000	Int:server/game/World/World.cpp:1484	Int=12000000	CONFIG_RESPAWN_GUIDWARNLEVEL		missing_in_rust	-
Respawn.MinCheckIntervalMS	worldserver:server/worldserver/worldserver.conf.dist:1962	worldserver=5000	Int:server/game/World/World.cpp:1476	Int=5000	CONFIG_RESPAWN_MINCHECKINTERVALMS		missing_in_rust	-
Respawn.RestartQuietTime	worldserver:server/worldserver/worldserver.conf.dist:2014	worldserver=3	Int:server/game/World/World.cpp:1496	Int=3	CONFIG_RESPAWN_RESTARTQUIETTIME		missing_in_rust	-
Respawn.WarningFrequency	worldserver:server/worldserver/worldserver.conf.dist:1989	worldserver=1800	Int:server/game/World/World.cpp:1518	Int=1800	CONFIG_RESPAWN_GUIDWARNING_FREQUENCY		missing_in_rust	-
Respawn.WarningMessage	worldserver:server/worldserver/worldserver.conf.dist:1980	worldserver="There will be an unscheduled server restart at 03:00. The server will be available again shortly after."	String:server/game/World/World.cpp:1516	String="There will be an unscheduled server restart at 03:00. The server will be available again shortly after."			missing_in_rust	-
SOAP.Enabled	worldserver:server/worldserver/worldserver.conf.dist:3243	worldserver=0	Bool:server/worldserver/Main.cpp:357	Bool=false			missing_in_rust	-
SOAP.IP	worldserver:server/worldserver/worldserver.conf.dist:3250	worldserver="127.0.0.1"	String:server/worldserver/Main.cpp:359	String="127.0.0.1"			missing_in_rust	-
SOAP.Port	worldserver:server/worldserver/worldserver.conf.dist:3257	worldserver=7878	Int:server/worldserver/Main.cpp:359	Int=7878			missing_in_rust	-
Server.LoginInfo	worldserver:server/worldserver/worldserver.conf.dist:1338	worldserver=0	Int:server/game/World/World.cpp:602	Int=0	CONFIG_ENABLE_SINFO_LOGIN		missing_in_rust	-
SessionAddDelay	worldserver:server/worldserver/worldserver.conf.dist:364	worldserver=10000	Int:server/game/World/World.cpp:862	Int=10000	CONFIG_SESSION_ADD_DELAY		missing_in_rust	-
ShowBanInWorld	worldserver:server/worldserver/worldserver.conf.dist:3460	worldserver=0	Bool:server/game/World/World.cpp:1582	Bool=false	CONFIG_SHOW_BAN_IN_WORLD		missing_in_rust	-
ShowKickInWorld	worldserver:server/worldserver/worldserver.conf.dist:3443	worldserver=0	Bool:server/game/World/World.cpp:1580	Bool=false	CONFIG_SHOW_KICK_IN_WORLD		missing_in_rust	-
ShowMuteInWorld	worldserver:server/worldserver/worldserver.conf.dist:3451	worldserver=0	Bool:server/game/World/World.cpp:1581	Bool=false	CONFIG_SHOW_MUTE_IN_WORLD		missing_in_rust	-
SkillChance.Green	worldserver:server/worldserver/worldserver.conf.dist:2649	worldserver=25	Int:server/game/World/World.cpp:1207	Int=25	CONFIG_SKILL_CHANCE_GREEN		missing_in_rust	-
SkillChance.Grey	worldserver:server/worldserver/worldserver.conf.dist:2650	worldserver=0	Int:server/game/World/World.cpp:1208	Int=0	CONFIG_SKILL_CHANCE_GREY		missing_in_rust	-
SkillChance.Milling	worldserver:server/worldserver/worldserver.conf.dist:1281	worldserver=0	Bool:server/game/World/World.cpp:1214	Bool=false	CONFIG_SKILL_MILLING		missing_in_rust	-
SkillChance.MiningSteps	worldserver:server/worldserver/worldserver.conf.dist:2659	worldserver=0	Int:server/game/World/World.cpp:1210	Int=75	CONFIG_SKILL_CHANCE_MINING_STEPS		missing_in_rust	-
SkillChance.Orange	worldserver:server/worldserver/worldserver.conf.dist:2647	worldserver=100	Int:server/game/World/World.cpp:1205	Int=100	CONFIG_SKILL_CHANCE_ORANGE		missing_in_rust	-
SkillChance.Prospecting	worldserver:server/worldserver/worldserver.conf.dist:1273	worldserver=0	Bool:server/game/World/World.cpp:1213	Bool=false	CONFIG_SKILL_PROSPECTING		missing_in_rust	-
SkillChance.SkinningSteps	worldserver:server/worldserver/worldserver.conf.dist:2660	worldserver=0	Int:server/game/World/World.cpp:1211	Int=75	CONFIG_SKILL_CHANCE_SKINNING_STEPS		missing_in_rust	-
SkillChance.Yellow	worldserver:server/worldserver/worldserver.conf.dist:2648	worldserver=75	Int:server/game/World/World.cpp:1206	Int=75	CONFIG_SKILL_CHANCE_YELLOW		missing_in_rust	-
SkillGain.Crafting	worldserver:server/worldserver/worldserver.conf.dist:2633	worldserver=1	Int:server/game/World/World.cpp:1216	Int=1	CONFIG_SKILL_GAIN_CRAFTING		missing_in_rust	-
SkillGain.Gathering	worldserver:server/worldserver/worldserver.conf.dist:2634	worldserver=1	Int:server/game/World/World.cpp:1218	Int=1	CONFIG_SKILL_GAIN_GATHERING		missing_in_rust	-
SkipCinematics	worldserver:server/worldserver/worldserver.conf.dist:893	worldserver=0	Int:server/game/World/World.cpp:977	Int=0	CONFIG_SKIP_CINEMATICS		missing_in_rust	-
SocketTimeOutTime	worldserver:server/worldserver/worldserver.conf.dist:347	worldserver=900000	Int:server/game/World/World.cpp:859	Int=900000	CONFIG_SOCKET_TIMEOUTTIME		missing_in_rust	-
SocketTimeOutTimeActive	worldserver:server/worldserver/worldserver.conf.dist:356	worldserver=60000	Int:server/game/World/World.cpp:860	Int=60000	CONFIG_SOCKET_TIMEOUTTIME_ACTIVE		missing_in_rust	-
SourceDirectory	worldserver:server/worldserver/worldserver.conf.dist:221|bnetserver:server/bnetserver/bnetserver.conf.dist:196	worldserver=""|bnetserver=""					missing_in_rust	-
StartAlliedRacePlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:949	worldserver=10	Int:server/game/World/World.cpp:1055	Int=10	CONFIG_START_ALLIED_RACE_LEVEL		missing_in_rust	-
StartDeathKnightPlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:925	worldserver=55	Int:server/game/World/World.cpp:1013	Int=55	CONFIG_START_DEATH_KNIGHT_PLAYER_LEVEL		missing_in_rust	-
StartDemonHunterPlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:933	worldserver=8	Int:server/game/World/World.cpp:1027	Int=8	CONFIG_START_DEMON_HUNTER_PLAYER_LEVEL		missing_in_rust	-
StartEvokerPlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:941	worldserver=58	Int:server/game/World/World.cpp:1041	Int=58	CONFIG_START_EVOKER_PLAYER_LEVEL		missing_in_rust	-
StartPlayerLevel	worldserver:server/worldserver/worldserver.conf.dist:917	worldserver=1	Int:server/game/World/World.cpp:1001	Int=1	CONFIG_START_PLAYER_LEVEL		missing_in_rust	-
StartPlayerMoney	worldserver:server/worldserver/worldserver.conf.dist:957	worldserver=0	Int:server/game/World/World.cpp:1069	Int=0	CONFIG_START_PLAYER_MONEY		missing_in_rust	-
Stats.Limits.Block	worldserver:server/worldserver/worldserver.conf.dist:2769	worldserver=95.0	Float:server/game/World/World.cpp:1667	Float=95.0f	CONFIG_STATS_LIMITS_BLOCK		missing_in_rust	-
Stats.Limits.Crit	worldserver:server/worldserver/worldserver.conf.dist:2770	worldserver=95.0	Float:server/game/World/World.cpp:1668	Float=95.0f	CONFIG_STATS_LIMITS_CRIT		missing_in_rust	-
Stats.Limits.Dodge	worldserver:server/worldserver/worldserver.conf.dist:2767	worldserver=95.0	Float:server/game/World/World.cpp:1665	Float=95.0f	CONFIG_STATS_LIMITS_DODGE		missing_in_rust	-
Stats.Limits.Enable	worldserver:server/worldserver/worldserver.conf.dist:2760	worldserver=0	Bool:server/game/World/World.cpp:1664	Bool=false	CONFIG_STATS_LIMITS_ENABLE		missing_in_rust	-
Stats.Limits.Parry	worldserver:server/worldserver/worldserver.conf.dist:2768	worldserver=95.0	Float:server/game/World/World.cpp:1666	Float=95.0f	CONFIG_STATS_LIMITS_PARRY		missing_in_rust	-
StrictCharterNames	worldserver:server/worldserver/worldserver.conf.dist:665	worldserver=0	Int:server/game/World/World.cpp:918	Int=0	CONFIG_STRICT_CHARTER_NAMES		missing_in_rust	-
StrictPetNames	worldserver:server/worldserver/worldserver.conf.dist:679	worldserver=0	Int:server/game/World/World.cpp:919	Int=0	CONFIG_STRICT_PET_NAMES		missing_in_rust	-
StrictPlayerNames	worldserver:server/worldserver/worldserver.conf.dist:651	worldserver=0	Int:server/game/World/World.cpp:917	Int=0	CONFIG_STRICT_PLAYER_NAMES		missing_in_rust	-
Support.BugsEnabled	worldserver:server/worldserver/worldserver.conf.dist:2343	worldserver=0	Bool:server/game/World/World.cpp:586	Bool=false	CONFIG_SUPPORT_BUGS_ENABLED		missing_in_rust	-
Support.ComplaintsEnabled	worldserver:server/worldserver/worldserver.conf.dist:2351	worldserver=0	Bool:server/game/World/World.cpp:587	Bool=false	CONFIG_SUPPORT_COMPLAINTS_ENABLED		missing_in_rust	-
Support.Enabled	worldserver:server/worldserver/worldserver.conf.dist:2327	worldserver=1	Bool:server/game/World/World.cpp:584	Bool=true	CONFIG_SUPPORT_ENABLED		missing_in_rust	-
Support.SuggestionsEnabled	worldserver:server/worldserver/worldserver.conf.dist:2359	worldserver=0	Bool:server/game/World/World.cpp:588	Bool=false	CONFIG_SUPPORT_SUGGESTIONS_ENABLED		missing_in_rust	-
Support.TicketsEnabled	worldserver:server/worldserver/worldserver.conf.dist:2335	worldserver=0	Bool:server/game/World/World.cpp:585	Bool=false	CONFIG_SUPPORT_TICKETS_ENABLED		missing_in_rust	-
TOTPMasterSecret	worldserver:server/worldserver/worldserver.conf.dist:1450|bnetserver:server/bnetserver/bnetserver.conf.dist:279	worldserver=|bnetserver=					missing_in_rust	-
TalentsInspecting	worldserver:server/worldserver/worldserver.conf.dist:1725	worldserver=1	Int:server/game/World/World.cpp:1293	Int=1	CONFIG_TALENTS_INSPECTING		missing_in_rust	-
ThreadPool	worldserver:server/worldserver/worldserver.conf.dist:193	worldserver=2	Int:server/worldserver/Main.cpp:278	Int=1	int numThreads		missing_in_rust	-
ThreatRadius	worldserver:server/worldserver/worldserver.conf.dist:1739	worldserver=60	Float:server/game/World/World.cpp:1314	Float=60.0f	CONFIG_THREAT_RADIUS		missing_in_rust	-
TolBarad.BattleTimer	worldserver:server/worldserver/worldserver.conf.dist:3005	worldserver=15	Int:server/game/World/World.cpp:1658	Int=15	CONFIG_TOLBARAD_BATTLETIME		missing_in_rust	-
TolBarad.BonusTime	worldserver:server/worldserver/worldserver.conf.dist:3012	worldserver=5	Int:server/game/World/World.cpp:1659	Int=5	CONFIG_TOLBARAD_BONUSTIME		missing_in_rust	-
TolBarad.CrashRestartTimer	worldserver:server/worldserver/worldserver.conf.dist:3027	worldserver=10	Int:server/game/World/World.cpp:1661	Int=10	CONFIG_TOLBARAD_RESTART_AFTER_CRASH		missing_in_rust	-
TolBarad.Enable	worldserver:server/worldserver/worldserver.conf.dist:2977	worldserver=0	Bool:server/game/World/World.cpp:1654	Bool=true	CONFIG_TOLBARAD_ENABLE		missing_in_rust	-
TolBarad.NoBattleTimer	worldserver:server/worldserver/worldserver.conf.dist:3019	worldserver=150	Int:server/game/World/World.cpp:1660	Int=150	CONFIG_TOLBARAD_NOBATTLETIME		missing_in_rust	-
TolBarad.PlayerMax	worldserver:server/worldserver/worldserver.conf.dist:2984	worldserver=100	Int:server/game/World/World.cpp:1655	Int=100	CONFIG_TOLBARAD_PLR_MAX		missing_in_rust	-
TolBarad.PlayerMin	worldserver:server/worldserver/worldserver.conf.dist:2991	worldserver=0	Int:server/game/World/World.cpp:1656	Int=0	CONFIG_TOLBARAD_PLR_MIN		missing_in_rust	-
TolBarad.PlayerMinLvl	worldserver:server/worldserver/worldserver.conf.dist:2998	worldserver=85	Int:server/game/World/World.cpp:1657	Int=85	CONFIG_TOLBARAD_PLR_MIN_LVL		missing_in_rust	-
UpdateUptimeInterval	worldserver:server/worldserver/worldserver.conf.dist:475	worldserver=10	Int:server/game/World/World.cpp:1177	Int=10	CONFIG_UPTIME_UPDATE		missing_in_rust	-
Updates.AllowRehash	worldserver:server/worldserver/worldserver.conf.dist:1505|bnetserver:server/bnetserver/bnetserver.conf.dist:331	worldserver=1|bnetserver=1	Bool:server/database/Updater/DBUpdater.cpp:262	Bool=true			missing_in_rust	-
Updates.ArchivedRedundancy	worldserver:server/worldserver/worldserver.conf.dist:1496|bnetserver:server/bnetserver/bnetserver.conf.dist:322	worldserver=0|bnetserver=0	Bool:server/database/Updater/DBUpdater.cpp:263	Bool=false			missing_in_rust	-
Updates.AutoSetup	worldserver:server/worldserver/worldserver.conf.dist:1479|bnetserver:server/bnetserver/bnetserver.conf.dist:305	worldserver=1|bnetserver=1	Bool:server/database/Database/DatabaseLoader.cpp:27	Bool=true	Setup(	get_string_default:crates/bnet-server/src/main.rs:51|get_string_default:crates/world-server/src/main.rs:233	rust_exact_key	-
Updates.CleanDeadRefMaxCount	worldserver:server/worldserver/worldserver.conf.dist:1517|bnetserver:server/bnetserver/bnetserver.conf.dist:343	worldserver=3|bnetserver=3	Int:server/database/Updater/DBUpdater.cpp:264	Int=3			missing_in_rust	-
Updates.EnableDatabases	worldserver:server/worldserver/worldserver.conf.dist:1471|bnetserver:server/bnetserver/bnetserver.conf.dist:297	worldserver=15|bnetserver=0	Int:server/scripts/Commands/cs_server.cpp:143|Int:server/database/Database/DatabaseLoader.cpp:28	Int=DatabaseLoader::DATABASE_NONE|Int=defaultUpdateMask	uint32 updateFlags		missing_in_rust	-
Updates.Redundancy	worldserver:server/worldserver/worldserver.conf.dist:1488|bnetserver:server/bnetserver/bnetserver.conf.dist:314	worldserver=1|bnetserver=1	Bool:server/database/Updater/DBUpdater.cpp:261	Bool=true			missing_in_rust	-
Updates.SourcePath						get_string_default:crates/bnet-server/src/main.rs:54|get_string_default:crates/world-server/src/main.rs:236	rust_only	-
UseProcessors	worldserver:server/worldserver/worldserver.conf.dist:256|bnetserver:server/bnetserver/bnetserver.conf.dist:130	worldserver=0|bnetserver=0	Int:server/worldserver/Main.cpp:290|Int:server/bnetserver/Main.cpp:253	Int=0|Int=0			missing_in_rust	-
Visibility.Distance.Arenas	worldserver:server/worldserver/worldserver.conf.dist:2395	worldserver=533	Float:server/game/World/World.cpp:1432	Float=DEFAULT_VISIBILITY_BGARENAS			missing_in_rust	-
Visibility.Distance.BG	worldserver:server/worldserver/worldserver.conf.dist:2394	worldserver=533	Float:server/game/World/World.cpp:1419	Float=DEFAULT_VISIBILITY_BGARENAS			missing_in_rust	-
Visibility.Distance.Continents	worldserver:server/worldserver/worldserver.conf.dist:2392	worldserver=100	Float:server/game/World/World.cpp:1393	Float=DEFAULT_VISIBILITY_DISTANCE			missing_in_rust	-
Visibility.Distance.Instances	worldserver:server/worldserver/worldserver.conf.dist:2393	worldserver=170	Float:server/game/World/World.cpp:1406	Float=DEFAULT_VISIBILITY_INSTANCE			missing_in_rust	-
Visibility.GroupMode	worldserver:server/worldserver/worldserver.conf.dist:2375	worldserver=1	Int:server/game/World/World.cpp:1167	Int=1	CONFIG_GROUP_VISIBILITY		missing_in_rust	-
Visibility.Notify.Period.InArenas	worldserver:server/worldserver/worldserver.conf.dist:2412	worldserver=1000	Int:server/game/World/World.cpp:1447	Int=DEFAULT_VISIBILITY_NOTIFY_PERIOD			missing_in_rust	-
Visibility.Notify.Period.InBG	worldserver:server/worldserver/worldserver.conf.dist:2411	worldserver=1000	Int:server/game/World/World.cpp:1446	Int=DEFAULT_VISIBILITY_NOTIFY_PERIOD			missing_in_rust	-
Visibility.Notify.Period.InInstances	worldserver:server/worldserver/worldserver.conf.dist:2410	worldserver=1000	Int:server/game/World/World.cpp:1445	Int=DEFAULT_VISIBILITY_NOTIFY_PERIOD			missing_in_rust	-
Visibility.Notify.Period.OnContinents	worldserver:server/worldserver/worldserver.conf.dist:2409	worldserver=1000	Int:server/game/World/World.cpp:1444	Int=DEFAULT_VISIBILITY_NOTIFY_PERIOD			missing_in_rust	-
Warden.BanDuration	worldserver:server/worldserver/worldserver.conf.dist:1653	worldserver=86400	Int:server/game/World/World.cpp:1591	Int=86400	CONFIG_WARDEN_CLIENT_BAN_DURATION		missing_in_rust	-
Warden.ClientCheckFailAction	worldserver:server/worldserver/worldserver.conf.dist:1644	worldserver=0	Int:server/game/World/World.cpp:1593	Int=0	CONFIG_WARDEN_CLIENT_FAIL_ACTION		missing_in_rust	-
Warden.ClientCheckHoldOff	worldserver:server/worldserver/worldserver.conf.dist:1633	worldserver=30	Int:server/game/World/World.cpp:1592	Int=30	CONFIG_WARDEN_CLIENT_CHECK_HOLDOFF		missing_in_rust	-
Warden.ClientResponseDelay	worldserver:server/worldserver/worldserver.conf.dist:1624	worldserver=600	Int:server/game/World/World.cpp:1594	Int=600	CONFIG_WARDEN_CLIENT_RESPONSE_DELAY		missing_in_rust	-
Warden.Enabled	worldserver:server/worldserver/worldserver.conf.dist:1602	worldserver=0	Bool:server/game/World/World.cpp:1587	Bool=false	CONFIG_WARDEN_ENABLED		missing_in_rust	-
Warden.NumClientModChecks	worldserver:server/worldserver/worldserver.conf.dist:1616	worldserver=1	Int:server/game/World/World.cpp:1590	Int=1	CONFIG_WARDEN_NUM_CLIENT_MOD_CHECKS		missing_in_rust	-
Warden.NumInjectionChecks	worldserver:server/worldserver/worldserver.conf.dist:1614	worldserver=9	Int:server/game/World/World.cpp:1588	Int=9	CONFIG_WARDEN_NUM_INJECT_CHECKS		missing_in_rust	-
Warden.NumLuaSandboxChecks	worldserver:server/worldserver/worldserver.conf.dist:1615	worldserver=1	Int:server/game/World/World.cpp:1589	Int=1	CONFIG_WARDEN_NUM_LUA_CHECKS		missing_in_rust	-
Wintergrasp.BattleTimer	worldserver:server/worldserver/worldserver.conf.dist:2954	worldserver=30	Int:server/game/World/World.cpp:1649	Int=30	CONFIG_WINTERGRASP_BATTLETIME		missing_in_rust	-
Wintergrasp.CrashRestartTimer	worldserver:server/worldserver/worldserver.conf.dist:2969	worldserver=10	Int:server/game/World/World.cpp:1651	Int=10	CONFIG_WINTERGRASP_RESTART_AFTER_CRASH		missing_in_rust	-
Wintergrasp.Enable	worldserver:server/worldserver/worldserver.conf.dist:2926	worldserver=0	Bool:server/game/World/World.cpp:1645	Bool=false	CONFIG_WINTERGRASP_ENABLE		missing_in_rust	-
Wintergrasp.NoBattleTimer	worldserver:server/worldserver/worldserver.conf.dist:2961	worldserver=150	Int:server/game/World/World.cpp:1650	Int=150	CONFIG_WINTERGRASP_NOBATTLETIME		missing_in_rust	-
Wintergrasp.PlayerMax	worldserver:server/worldserver/worldserver.conf.dist:2933	worldserver=100	Int:server/game/World/World.cpp:1646	Int=100	CONFIG_WINTERGRASP_PLR_MAX		missing_in_rust	-
Wintergrasp.PlayerMin	worldserver:server/worldserver/worldserver.conf.dist:2940	worldserver=0	Int:server/game/World/World.cpp:1647	Int=0	CONFIG_WINTERGRASP_PLR_MIN		missing_in_rust	-
Wintergrasp.PlayerMinLvl	worldserver:server/worldserver/worldserver.conf.dist:2947	worldserver=77	Int:server/game/World/World.cpp:1648	Int=77	CONFIG_WINTERGRASP_PLR_MIN_LVL		missing_in_rust	-
WorldBossLevelDiff	worldserver:server/worldserver/worldserver.conf.dist:1787	worldserver=3	Int:server/game/World/World.cpp:1254	Int=3	CONFIG_WORLD_BOSS_LEVEL_DIFF		missing_in_rust	-
WorldDatabase.SynchThreads	worldserver:server/worldserver/worldserver.conf.dist:150	worldserver=1					missing_in_rust	-
WorldDatabase.WorkerThreads	worldserver:server/worldserver/worldserver.conf.dist:134	worldserver=1					missing_in_rust	-
WorldDatabaseInfo	worldserver:server/worldserver/worldserver.conf.dist:116	worldserver="127.0.0.1;3306;trinity;trinity;world"					missing_in_rust	Rust usa subclaves WorldDatabaseInfo.Host/Port/Username/Password/Database; C++ usa valor semicolonado WorldDatabaseInfo
WorldDatabaseInfo.Database						get_string_default:crates/world-server/src/main.rs:205	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
WorldDatabaseInfo.Host						get_string_default:crates/world-server/src/main.rs:200	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
WorldDatabaseInfo.Password						get_string_default:crates/world-server/src/main.rs:203	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
WorldDatabaseInfo.Port						get_value:crates/world-server/src/main.rs:201	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
WorldDatabaseInfo.Username						get_string_default:crates/world-server/src/main.rs:202	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
WorldServerPort	worldserver:server/worldserver/worldserver.conf.dist:166	worldserver=8085	Int:server/game/World/World.cpp:844|Int:server/game/World/World.cpp:854	Int=8085|Int=8085	uint32 val|CONFIG_PORT_WORLD	get_value:crates/world-server/src/main.rs:458	rust_exact_key	-
WrongPass.BanTime	bnetserver:server/bnetserver/bnetserver.conf.dist:164	bnetserver=600	Int:server/bnetserver/REST/LoginRESTService.cpp:353	Int=600	int32 banTime	get_value:crates/bnet-server/src/main.rs:81	rust_exact_key	-
WrongPass.BanType	bnetserver:server/bnetserver/bnetserver.conf.dist:172	bnetserver=0	Int:server/bnetserver/REST/LoginRESTService.cpp:352	Int=uint16(BanMode::BAN_IP)		get_value:crates/bnet-server/src/main.rs:82	rust_exact_key	-
WrongPass.Logging	bnetserver:server/bnetserver/bnetserver.conf.dist:180	bnetserver=0	Bool:server/bnetserver/REST/LoginRESTService.cpp:336	Bool=false			missing_in_rust	-
WrongPass.MaxCount	bnetserver:server/bnetserver/bnetserver.conf.dist:156	bnetserver=0	Int:server/bnetserver/REST/LoginRESTService.cpp:334	Int=0		get_value:crates/bnet-server/src/main.rs:80	rust_exact_key	-
XP.Boost.Daymask	worldserver:server/worldserver/worldserver.conf.dist:3334	worldserver=0	Int:server/game/World/World.cpp:651	Int=0	CONFIG_XP_BOOST_DAYMASK		missing_in_rust	-
XP.Boost.Rate	worldserver:server/worldserver/worldserver.conf.dist:3341	worldserver=2.0	Float:server/game/World/World.cpp:652	Float=2.0f	RATE_XP_BOOST		missing_in_rust	-
mmap.enablePathFinding	worldserver:server/worldserver/worldserver.conf.dist:430	worldserver=1	Bool:server/game/World/World.cpp:1547	Bool=true	CONFIG_ENABLE_MMAPS	load_world_config_values:crates/wow-config/src/lib.rs|mmap_runtime_config_like_cpp:crates/world-server/src/main.rs|MMapRuntimeConfigLikeCpp:crates/wow-world/src/session.rs	rust_runtime_config	-
vmap.enableHeight	worldserver:server/worldserver/worldserver.conf.dist:441	worldserver=1	Bool:server/game/World/World.cpp:1553	Bool=true	bool enableHeight		missing_in_rust	-
vmap.enableIndoorCheck	worldserver:server/worldserver/worldserver.conf.dist:449	worldserver=1	Bool:server/game/World/World.cpp:1550|Bool:server/game/World/World.cpp:1551	Bool=false|Bool=true	CONFIG_VMAP_INDOOR_CHECK|bool enableIndoor		missing_in_rust	-
vmap.enableLOS	worldserver:server/worldserver/worldserver.conf.dist:440	worldserver=1	Bool:server/game/World/World.cpp:1552	Bool=true	bool enableLOS		missing_in_rust	-
